Country	City	PM10	Year	Notes	Notes	PM2	Year
Poland	RYBNIK	53	2013	"1 station, background, urban"	measured data	40	2013
Poland	RZESZOW	32	2013	"1 station, background, urban"	measured data	25	2013
Poland	SANOK	29	2013	"1 station, background, urban"	measured data	22	2013
Poland	SIEDLCE	33	2013	"1 station, background, urban"	measured data	28	2013
Poland	SIERADZ	39	2013	"1 station, background, urban"	measured data	29	2013
Poland	SITKOWKA NOWINY	32	2013	"1 station, background, suburban"	measured data	24	2013
Poland	SKAWINA	50	2013	"1 station, background, urban"	measured data	37	2013
Poland	SKIERNIEWICE	38	2013	"1 station, background, urban"	measured data	28	2013
Poland	SLUPSK	23	2013	"1 station, background, urban"	measured data	17	2013
Poland	SOPOT	16	2013	"1 station, background, urban"	measured data	12	2013
Poland	SOSNOWIEC	44	2013	"1 station, background, urban"	measured data	33	2013
Poland	STARACHOWICE	33	2013	"1 station, background, urban"	measured data	27	2013
Poland	STAROGARD GDANSKI	39	2013	"1 station, background, urban"	measured data	29	2013
Poland	SUCHA BESKIDZKA	53	2013	"1 station, background, urban"	measured data	39	2013
Poland	SULECIN	27	2013	"1 station, background, urban"	measured data	20	2013
Poland	SUWALKI	19	2013	"1 station, background, urban"	measured data	14	2013
Poland	SWIDNICA	37	2013	"1 station, background, urban"	measured data	27	2013
Poland	SWIECIE	24	2013	"1 station, industrial, suburban"	measured data	18	2013
Poland	SZCZAWNO ZDROJ	34	2013	"1 station, background, urban"	measured data	25	2013
Poland	SZCZECIN	23	2013	"3 stations, background, urban"	measured data	15	2013
Poland	SZCZECINEK	26	2013	"3 stations, background, urban"	measured data	14	2013
Poland	TARNOW	34	2013	"1 station, background, urban"	measured data	27	2013
Poland	TARNOWEK	28	2013	"1 station, industrial, rural"	measured data	21	2013
Poland	TARNOWO PODGORNE	29	2013	"1 station, background, suburban"	measured data	21	2013
Poland	TARNOWSKIE GORY	41	2013	"1 station, background, urban"	measured data	30	2013
Poland	TOMASZOW MAZOWIECKI	43	2013	"1 station, background, urban"	measured data	32	2013
Poland	TORUN	29	2013	"3 stations, background, urban"	measured data	17	2013
Poland	TRZEBINIA	34	2013	"1 station, background, urban"	measured data	28	2013
Poland	TUCHOLA	21	2013	"1 station, background, suburban"	measured data	16	2013
Poland	TUCHOW	48	2013	"1 station, background, urban"	measured data	36	2013
Poland	TYCHY	43	2013	"1 station, background, urban"	measured data	32	2013
Poland	WADOWICE	47	2013	"1 station, background, urban"	measured data	35	2013
Poland	WAGROWIEC	31	2013	"1 station, background, urban"	measured data	23	2013
Poland	WALBRZYCH	33	2013	"1 station, background, urban"	measured data	24	2013
Poland	WARSZAWA	33	2013	"5 stations, traffic, urban"	measured data	26	2013
Poland	WIDUCHOWA	24	2013	"1 station, background, rural"	measured data	18	2013
Poland	WLADYSLAWOWO	18	2013	"1 station, background, urban"	measured data	13	2013
Poland	WLOCLAWEK	31	2013	"2 stations, background, suburban"	measured data	19	2013
Poland	WODZISLAW SLASKI	53	2013	"1 station, background, urban"	measured data	39	2013
Poland	WROCLAW	36	2013	"2 stations, background, urban"	measured data	29	2013
Poland	WSCHOWA	27	2013	"1 station, background, urban"	measured data	22	2013
Poland	WYSZKOW	18	2013	"1 station, industrial, rural"	measured data	14	2013
Poland	ZABKOWICE SLASKIE	28	2013	"1 station, background, urban"	measured data	21	2013
Poland	ZABRZE	47	2013	"1 station, background, urban"	measured data	35	2013
Poland	ZAKOPANE	37	2013	"1 station, background, urban"	measured data	32	2013
Poland	ZAMOSC	31	2013	"1 station, background, urban"	measured data	22	2013
Poland	ZAWIERCIE	42	2013	"1 station, background, urban"	measured data	31	2013
Poland	ZDUNSKA WOLA	45	2013	"1 station, background, urban"	measured data	33	2013
Poland	ZGIERZ	36	2013	"1 station, background, urban"	measured data	27	2013
Poland	ZGORZELEC	30	2013	"1 station, background, urban"	measured data	24	2013
Poland	ZIELONA GORA	26	2013	"1 station, background, urban"	measured data	20	2013
Poland	ZIELONKA	18	2013	"1 station, background, rural"	measured data	14	2013
Poland	ZLOTORYJA	32	2013	"1 station, background, urban"	measured data	24	2013
Poland	ZLOTY POTOK	28	2013	"1 station, background, rural"	measured data	23	2013
Poland	ZORY	45	2013	"1 station, background, urban"	measured data	31	2013
Poland	ZYRARDOW	37	2013	"1 station, background, urban"	measured data	27	2013
Poland	ZYWIEC	58	2013	"1 station, background, urban"	measured data	43	2013
Portugal	Albufeira	19	2014	"1 station, Urban background"	measured data	14	2014
Portugal	Almada	14	2014	"1 station, Urban background"	measured data	9	2014
Portugal	Braga	12	2014	"1 station, Urban background"	measured data	9	2014
Portugal	Coimbra	17	2014	"1 station, Urban background"	measured data	12	2014
Portugal	Faro	16	2014	"1 station, Urban background"	measured data	11	2014
Portugal	Ílhavo	21	2014	"1 station, Urban background"	measured data	15	2014
Portugal	Lisboa	15	2014	"1 station, Urban background"	measured data	11	2014
Portugal	Loures	13	2014	"1 station, Urban background"	measured data	9	2014
Portugal	Santo Tirso	9	2014	"1 station, Urban background"	measured data	6	2014
Portugal	Sintra	11	2014	"1 station, Urban background"	measured data	8	2014
Portugal	Vila do Conde	16	2014	"1 station, Urban background"	measured data	11	2014
Portugal	Vila Franca de Xira	12	2014	"1 station, Urban background"	measured data	9	2014
Qatar	Al Wakrah	152	2012	"1 station, Mobile Station"	measured data	85	2012
Qatar	Doha	168	2012	3 stations	measured data	93	2012
"Korea, South"	Busan	48	2014	19 urban stations	measured data	25	2014
"Korea, South"	Chungbuk	52	2014	9 urban stations	measured data	27	2014
"Korea, South"	Chungnam	42	2014	7 urban stations	measured data	22	2014
"Korea, South"	Daegu	45	2014	11 urban stations	measured data	24	2014
"Korea, South"	Daejeon	41	2014	8 urban stations	measured data	22	2014
"Korea, South"	Gangwon	51	2014	7 urban stations	measured data	27	2014
"Korea, South"	Gwangju	41	2014	7 urban stations	measured data	22	2014
"Korea, South"	Gyeongbuk	49	2014	14 urban stations	measured data	26	2014
"Korea, South"	Gyeonggi	54	2014	71 urban stations	measured data	28	2014
"Korea, South"	Gyeongnam	48	2014	19 urban stations	measured data	25	2014
"Korea, South"	Incheon	49	2014	15 urban stations	measured data	26	2014
"Korea, South"	Jeju	47	2014	3 urban stations	measured data	25	2014
"Korea, South"	Jeonbuk	51	2014	12 urban stations	measured data	27	2014
"Korea, South"	Jeonnam	38	2014	16 urban stations	measured data	20	2014
"Korea, South"	Seoul	46	2014	25 urban stations	measured data	24	2014
"Korea, South"	Ulsan	46	2014	14 urban stations	measured data	24	2014
Romania	ALBA IULIA	26	2013	"1 station, background, urban"	measured data	20	2013
Romania	ALEXANDRIA	23	2013	"1 station, background, urban"	measured data	17	2013
Romania	ARAD	21	2013	"2 stations, traffic, urban"	measured data	17	2013
Romania	BACAU	19	2013	"2 stations, background, urban"	measured data	14	2013
Romania	BAIA MARE	21	2013	"1 station, traffic, urban"	measured data	19	2013
Romania	BLEJOI	26	2013	"1 station, background, suburban"	measured data	20	2013
Romania	BOTOSANI	30	2013	"1 station, background, urban"	measured data	21	2013
Romania	BRASOV	24	2013	"2 stations, traffic, urban"	measured data	15	2013
Romania	BUCHAREST	31	2013	"4 stations, background, urban"	measured data	23	2013
Romania	BUZAU	25	2013	"1 station, background, urban"	measured data	19	2013
Romania	CAMPULUNG	12	2013	"1 station, industrial, urban"	measured data	9	2013
Romania	CLUJ	27	2013	"1 station, background, urban"	measured data	20	2013
Romania	COMUNA SINANDREI	19	2013	"1 station, background, suburban"	measured data	14	2013
Romania	CONSTANTA	37	2013	"1 station, traffic, urban"	measured data	27	2013
Romania	CRAIOVA	26	2013	"2 stations, traffic, urban"	measured data	19	2013
Romania	DEVA	18	2013	"2 stations, industrial, urban"	measured data	13	2013
Romania	DROBETA TURNU SEVERIN	28	2013	-	converted from PM2.5	21	2013
Romania	GALATI	18	2013	"1 station, traffic, urban"	measured data	8	2013
Romania	GIURGIU	30	2013	"1 station, traffic, urban"	measured data	22	2013
Romania	HUSI	25	2013	"1 station, background, urban"	measured data	18	2013
Romania	IASI	44	2013	"1 station, traffic, urban"	measured data	20	2013
Romania	ISACCEA	18	2013	"1 station, traffic, suburban"	measured data	13	2013
Romania	MEDIAS	26	2013	"1 station, industrial, urban"	measured data	19	2013
Romania	MIERCUREA CIUC	26	2013	"1 station, background, rural-regional"	measured data	16	2013
Romania	MOLDOVA NOUA	19	2013	"1 station, traffic, urban"	measured data	14	2013
Romania	NADLAC	22	2013	"1 station, traffic, suburban"	measured data	16	2013
Romania	ORADEA	21	2013	"1 station, industrial, urban"	measured data	16	2013
Romania	PIATRA NEAMT	22	2013	"1 station, background, urban"	measured data	16	2013
Romania	PITESTI	18	2013	"1 station, background, urban"	measured data	14	2013
Romania	PLOIESTI	31	2013	"3 stations, traffic, urban"	measured data	18	2013
Romania	ROVINARI	39	2013	"1 station, industrial, urban"	measured data	29	2013
Romania	SANPETRU	18	2013	"1 station, background, suburban"	measured data	13	2013
Romania	SATU MARE	22	2013	-	converted from PM2.5	16	2013
Romania	SIRET	25	2013	"1 station, traffic, urban"	measured data	19	2013
Romania	SLATINA	25	2013	"1 station, industrial, urban"	measured data	18	2013
Romania	SUCEAVA	28	2013	"2 stations, background, urban"	measured data	21	2013
Romania	TIMISOARA	28	2013	"2 stations, traffic, urban"	measured data	12	2013
Romania	TOMESTI	31	2013	"1 station, background, suburban"	measured data	23	2013
Romania	TURCENI	26	2013	"1 station, industrial, urban"	measured data	19	2013
Romania	UNGHENI	26	2013	"1 station, background, urban"	measured data	19	2013
Romania	VULCAN	12	2013	"1 station, industrial, urban"	measured data	9	2013
Romania	ZONA FIRIZA	27	2013	"1 station, background, suburban"	measured data	20	2013
Russia	Moscow	33	2009	2 urban background and 4 suburban background stations	measured data	20	2009
Saudi Arabia	Al Jubail	359	2014	"1 station, NA"	measured data	152	2014
Saudi Arabia	Dammam	286	2014	"1 station, NA"	measured data	121	2014
Saudi Arabia	Jeddah	161	2014	"1 station, NA"	measured data	68	2014
Saudi Arabia	Makkah	176	2014	"1 station, NA"	measured data	74	2014
Saudi Arabia	Medina	153	2014	"1 station, NA"	measured data	65	2014
Saudi Arabia	Riyadh	368	2014	"1 station, NA"	measured data	156	2014
Saudi Arabia	Yenbu	230	2014	"1 station, NA"	measured data	97	2014
Senegal	Dakar	141	2013	"4 stations, traffic, urban, industrial"	measured data	34	2013
Serbia	BELGRADE	37	2013	"4 stations, background, urban"	measured data	23	2013
Serbia	NIS	31	2013	"1 station, background, urban"	measured data	19	2013
Serbia	NOVI SAD	33	2013	"1 station, traffic, urban"	measured data	20	2013
Singapore	Singapore	30	2014	"22 stations in urban, industrial and suburban locations distributed all over Singapore"	measured data	18	2014
Slovakia	BANSKA BYSTRICA	35	2013	"1 station, traffic, urban"	measured data	17	2013
Slovakia	BRATISLAVA	27	2013	"4 stations, background, urban"	measured data	18	2013
Slovakia	BYSTRICANY	35	2013	"1 station, background, suburban"	measured data	22	2013
Slovakia	HANDLOVA	24	2013	"1 station, background, urban"	measured data	16	2013
Slovakia	HNUSTA	26	2013	"1 station, background, urban"	measured data	18	2013
Slovakia	HUMENNE	25	2013	"1 station, background, urban"	measured data	18	2013
Slovakia	KOSICE	29	2013	"2 stations, background, urban"	measured data	19	2013
Slovakia	MALACKY	25	2013	"1 station, traffic, urban"	measured data	17	2013
Slovakia	MARTIN	28	2013	"1 station, background, urban"	measured data	17	2013
Slovakia	NITRA	26	2013	"1 station, traffic, urban"	measured data	18	2013
Slovakia	PRESOV	34	2013	"1 station, traffic, urban"	measured data	23	2013
Slovakia	PRIEVIDZA	32	2013	"1 station, background, urban"	measured data	21	2013
Slovakia	RUZOMBEROK	35	2013	"1 station, background, urban"	measured data	23	2013
Slovakia	SENICA	29	2013	"1 station, traffic, urban"	measured data	20	2013
Slovakia	STRAZSKE	27	2013	"1 station, background, urban"	measured data	20	2013
Slovakia	TRNAVA	31	2013	"1 station, traffic, urban"	measured data	20	2013
Slovakia	VELKA IDA	40	2013	"1 station, industrial, suburban"	measured data	25	2013
Slovakia	VRANOV NAD TOPLOV	25	2013	"1 station, background, urban"	measured data	17	2013
Slovakia	ZIAR NAD HRONOM	22	2013	"1 station, background, urban"	measured data	15	2013
Slovakia	ZILINA	36	2013	"1 station, background, urban"	measured data	25	2013
Slovakia	ZVOLEN	26	2013	"1 station, background, urban"	measured data	20	2013
Slovenia	CELJE	29	2013	"1 station, background, urban"	measured data	22	2013
Slovenia	HRASTNIK	23	2013	"1 station, background, urban"	measured data	18	2013
Slovenia	KOPER	20	2013	"1 station, background, urban"	measured data	15	2013
Slovenia	KRANJ	25	2013	"1 station, background, urban"	measured data	19	2013
Slovenia	LJUBLJANA	25	2013	"2 stations, background, urban"	measured data	20	2013
Slovenia	MARIBOR	30	2013	"1 station, traffic, urban"	measured data	21	2013
Slovenia	MURSKA SOBOTA	28	2013	"1 station, background, rural-nearcity"	measured data	21	2013
Slovenia	NOVA GORICA	22	2013	"1 station, background, urban"	measured data	17	2013
Slovenia	NOVO MESTO	27	2013	"1 station, background, urban"	measured data	21	2013
Slovenia	TRBOVLJE1	30	2013	"1 station, background, suburban"	measured data	23	2013
Slovenia	VELENJE	21	2013	"1 station, background, urban"	measured data	16	2013
Slovenia	ZAGORJE OB SAVI	29	2013	"1 station, traffic, urban"	measured data	22	2013
Slovenia	ZERJAV	26	2013	"1 station, background, suburban"	measured data	20	2013
South Africa	Diepkloof	39	2014	"1 station, traffic, mining, industrial"	measured data	22	2014
South Africa	Ermelo	33	2014	"1 station, NA"	measured data	16	2014
South Africa	Hartebeespoort	119	2014	"1 station, NA"	measured data	60	2014
South Africa	Johannesburg	85	2011	"8 stations, background, urban, mixed"	measured data	41	2011
South Africa	Middleburg	24	2014	"1 station, NA"	measured data	13	2014
South Africa	Mpumalanga	61	2013	"3 stations, NA"	measured data	31	2013
South Africa	Sebokeng	42	2014	"1 station, residential"	measured data	31	2014
South Africa	Sekunda	54	2014	"1 station, NA"	measured data	26	2014
South Africa	Tshwane [Pretoria]	63	2014	"6 stations, residential, close to industry"	measured data	51	2014
South Africa	Vereeniging	58	2014	"3 stations, residential"	measured data	34	2014
South Africa	Waterberg	37	2014	"3 stations, urban, residential"	measured data	18	2014
South Africa	Witbank	30	2014	"1 station, residential"	measured data	16	2014
South Africa	Zamdela	56	2014	"1 station, residential"	measured data	30	2014
Spain	ABANTO Y CIERVANA/ABANTO ZIERB	21	2013	"1 station, industrial, suburban"	measured data	12	2013
Spain	AGüIMES	23	2013	"2 stations, industrial"	measured data	7	2013
Spain	AIA	14	2013	"1 station, background, rural"	measured data	8	2013
Spain	ALAGÓN	17	2013	"1 station, traffic, suburban"	measured data	10	2013
Spain	ALBACETE	26	2013	-	converted from PM2.5	14	2013
Spain	ALBALAT DELS TARONGERS	10	2013	"1 station, industrial, suburban"	measured data	7	2013
Spain	ALCALÃ__ DE HENARES	21	2013	"1 station, traffic, urban"	measured data	12	2013
Spain	ALCANAR	21	2013	"1 station, industrial, rural"	measured data	12	2013
Spain	ALCAÑIZ	16	2013	"2 stations, industrial"	measured data	9	2013
Spain	ALCANTARILLA	21	2013	"1 station, industrial, suburban"	measured data	12	2013
Spain	ALCOBENDAS	17	2013	"1 station, industrial, urban"	measured data	9	2013
Spain	ALCORA (L')	28	2013	"1 station, industrial, urban"	measured data	9	2013
Spain	ALCORCÓN	21	2013	"1 station, background, urban"	measured data	10	2013
Spain	ALCOY/ALCOI	12	2013	"1 station, background, urban"	measured data	7	2013
Spain	ALFARO	23	2013	"1 station, industrial, rural"	measured data	8	2013
Spain	ALGAR	26	2013	"1 station, industrial, suburban"	measured data	15	2013
Spain	ALGAR DE PALANCIA	10	2013	"1 station, background, rural"	measured data	7	2013
Spain	ALGECIRAS	24	2013	"1 station, industrial, urban"	measured data	13	2013
Spain	ALGETE	16	2013	"1 station, background, suburban"	measured data	9	2013
Spain	ALICANTE/ALACANT	16	2013	"2 stations, traffic, urban"	measured data	10	2013
Spain	ALMAZORA/ALMASSORA	10	2013	"1 station, industrial, urban"	measured data	8	2013
Spain	ALMONTE	15	2013	"1 station, background, rural"	measured data	8	2013
Spain	ALZIRA	17	2013	"1 station, background, suburban"	measured data	10	2013
Spain	AMETLLA DE MAR (L')	10	2013	"1 station, traffic, rural"	measured data	6	2013
Spain	ARAFO	23	2013	"1 station, background, suburban"	measured data	7	2013
Spain	ARANDA DE DUERO	17	2013	"1 station, traffic, urban"	measured data	9	2013
Spain	ARANJUEZ	20	2013	"1 station, background, suburban"	measured data	11	2013
Spain	ARGANDA DEL REY	22	2013	"1 station, industrial, urban"	measured data	12	2013
Spain	ARMILLA	26	2013	"1 station, background, urban"	measured data	15	2013
Spain	ARONA	29	2013	"2 stations, background suburban, industrial, suburban"	measured data	11	2013
